S/NO.,gage_id,gage_desc,gage_brand,gage_rance,gage_slno,gage_calib_metho,tolerance,calib_date,calib_interval,calb_interval_unit,calib_due_date,clib_agency,calib_cert_no,gage_location,remarks,comments,master_gage_slno,master_gage_cert_no,master_gage_valid_date,temp1,temp2
330,Q-276,"PLUG GAUGE 
(GO & NO GO)",PMC MERCURY,"3/4""  - 16 UNF - 2B",#1,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-04-26,1,Years,2023-04-26,TRESCAL,SALDM/0675/2/22,QC GAUGE ROOM - I,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-12
331,Q-279,"PLUG GAUGE 
(GO & NO GO)",PMC MERCURY,"1"" - 8 UNC - 2B",#2,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-04-26,1,Years,2023-04-26,TRESCAL,SALDM/0675/4/22,QC BAY C TROLLY 1 L3,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-12
332,Q-312,"PLUG GAUGE 
(GO & NO GO)",1-1/8”  - 12 UNF - 2B,"1-1/8"" - 12 UNF - 2B",#2,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-05,1,Years,2023-05-05,TRESCAL,SALDM/0675/47/22,QC GAUGE ROOM - I,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-21
333,Q-314,"PLUG GAUGE 
(GO & NO GO)",PMC MERCURY,"1-3/8"" - 12 UNF - 2B",1,MDCP-15:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-01-05,1,Years,2023-01-05,Ming Deng,MDL214096,M/S GAUGE ROOM H30,TRUE,,,,,2022-11-15,2022-12-22
334,Q-319,"PLUG GAUGE 
(GO & NO GO)",PMC MERCURY,"1-5/8""  - 8 UN - 2B ",#1,MDCP-15:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-01-05,1,Years,2023-01-05,Ming Deng,MDL214096-11,QC BAY C TROLLY 1 L2,TRUE,,,,,2022-11-15,2022-12-22
335,Q-323,"PLUG GAUGE 
(GO & NO GO)",PMC MERCURY,"2-1/8"" - 8 UN - 2B",#1,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-05,1,Years,2023-05-05,TRESCAL,SALDM/0675/58/22,QC BAY C TROLLY 1 L2,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-21
336,Q-325,"PLUG GAUGE 
(GO & NO GO)",PMC MERCURY,"2-1/4""  - 8 UN - 2B",#3,QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2021-12-29,1,Years,2022-12-29,TRESCAL,SALDM/2184/9/21,QC BAY C TROLLY 1 L2,TRUE,,,,,2022-11-15,2022-12-15
337,Q-331,PLUG GAUGE,PMC MERCURY,"1/8"" - 27 NPT L1",3,"QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20 / 
ANSI/ASME B1.20.5-1991","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-09,1,Years,2023-05-09,TRESCAL,SALDM/0699/18/22,QC BAY C TROLLY 1 L3,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-25
338,Q-335,PLUG GAUGE,PMC MERCURY,1' - 11.5 NPT L1,#1,QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2021-11-29,1,Years,2022-11-29,TRESCAL,SALDM/1918/8/21,M/S GAUGE ROOM H35,FALSE,,,,,2022-11-15,2022-11-15
339,Q-338,PLUG GAUGE,PMC MERCURY,"2"" - 11.5 NPT",#1,"QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20 / 
ANSI/ASME B1.20.5-1991","± 0.001""",2022-05-09,1,Years,2023-05-09,TRESCAL,SALDM/0699/20/22,QC GAUGE ROOM - I,SCRAPPED,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-25
340,Q-348,"PLUG GAUGE 
(GO & NO GO)",PMC MERCURY,"3/4""  - 16 UNF - 2B",#2,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-04-26,1,Years,2023-04-26,TRESCAL,SALDM/0675/3/22,QC BAY C TROLLY 1 L3,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-12
341,Q-351,"PLUG GAUGE 
(GO & NO GO)",PMC MERCURY,"1"" - 8 UNC - 2B",#1,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-04-26,1,Years,2023-04-26,TRESCAL,,M/S GAUGE ROOM H17,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-12
342,Q-383,TEMPERATURE & HUMIDITY DATA LOGGER,EXTECH,(-40 TO 70) °C & (0 TO 100) %r.h.,130817820,QCD/TRSG/T06 / TRSG/QM/001/T06,"TEMPERATURE :
± 2.0°C
HUMIDITY :
 ± 5% RH",2021-08-23,1,Years,2022-08-23,TRESCAL,SALTM/0614/1/21,QC GAUGE ROOM,FALSE,,,,,2022-11-15,2022-08-09
343,Q-395,BALL GAGE : BX-1000,GAGE MAKER,"0"" - 0.25""",C14168 C/W DIAL INDICATOR S/N:  SKT034,QCD/TRSG/PROCEDURE 011 / TRSG/QM/001/20 / ASME B89.1.10M-2001,"± 0.0005""",2022-04-30,1,Years,2023-04-30,TRESCAL,SALDM/0699/2/22,QC GAUGE ROOM - J,TRUE,,1471/03 (OPTIMAR 100),MTO210721-1R,27.07.2022,2022-11-15,2023-04-16
344,Q-396,BALL GAGE : BX-1000,GAGE MAKER,"0"" - 0.25""",C14169 c/w DIAL INDICATOR S/N:  SKT033,QCD/TRSG/PROCEDURE 011 / TRSG/QM/001/20 / ASME B89.1.10M-2001,"± 0.0005""",2022-04-30,1,Years,2023-04-30,TRESCAL,SALDM/0699/3/22,QC BAY C TROLLY 2 L1,TRUE,,1471/03 (OPTIMAR 100),MTO210721-1R,27.07.2022,2022-11-15,2023-04-16
345,Q-397,BALL GAGE : BX-1000,GAGE MAKER,"0"" - 0.25""",C14173 c/w DIAL INDICATOR S/N: SLR715,QCD/TRSG/PROCEDURE 011 / TRSG/QM/001/20 / ASME B89.1.10M-2001,"± 0.0005""",2022-05-26,1,Years,2023-05-26,TRESCAL,SALDM/0826/3/22,QC BAY C TROLLY 2 L1,TRUE,,1471/03 (OPTIMAR 100),MTO210721-1R,27.07.2022,2022-11-15,2023-05-12
346,Q-399,CAMERON BALL GAUGE,CAMERON,"1/8"" WITH 12"" LENGTH ROD",19BB,MP-DIM-01 (T) REV:0,"BALL DIAMETER TOLERANCE +0.0002""
CENTRELINE TO BASE TOLERANCE +0.0002""
PARALLESLISM OF BASE AND CENTRELINE OF 0.500""
DIAMETER HOLE MUST NOT EXCEED 0.0002""",2022-08-05,1,Years,2023-08-05,CALTEK,CTJ22-4963 / MPD 3078M-22,M/S GAUGE ROOM I2,TRUE,,,,,2022-11-15,2023-07-22
347,Q-404,CAMERON BALL GAUGE,CAMERON," 1/4"" WITH 12"" LENGTH ROD",70BB,MP-DIM-01 (T) REV:0,"BALL DIAMETER TOLERANCE +0.0002""
CENTRELINE TO BASE TOLERANCE +0.0002""
PARALLESLISM OF BASE AND CENTRELINE OF 0.500""
DIAMETER HOLE MUST NOT EXCEED 0.0002""",2022-08-05,1,Years,2023-08-05,CALTEK,CTJ22-4963 / MPD 3079M-22,M/S GAUGE ROOM I8,TRUE,,22/12/4721,OPC2107-0964-1/1,02.08.2023,2022-11-15,2023-07-22
348,Q-405,CAMERON BALL GAUGE,CAMERON,"3/8"" WITH 12"" LENGTH ROD",63BB,MP-DIM-01 (T) REV:0,"BALL DIAMETER TOLERANCE +0.0002""
CENTRELINE TO BASE TOLERANCE +0.0002""
PARALLESLISM OF BASE AND CENTRELINE OF 0.500""
DIAMETER HOLE MUST NOT EXCEED 0.0002""",2022-08-05,1,Years,2023-08-05,TRESCAL,CTJ22-4963 / MPD 3080M-22,M/S GAUGE ROOM I4,TRUE,,22/12/4721,OPC2107-0964-1/1,23.08.2023,2022-11-15,2023-07-22
349,Q-418,GAUSSMETER (MAGNETIC FIELD INDICATOR),MAGNAFLUX,10 GAUSS MAXIMUM,14-461,ISO10012:2003 / ISOIEC17025 / MIL-STD-45662A,± 5% F.S,2022-03-28,6,Months,2022-09-28,TRESCAL,T9112-21 (19322-1),QC BAY C CABINET 2 L7,FALSE,,,,,2022-11-15,2022-09-14
350,Q-419,DIAL CALIPER,MITUTOYO," 0"" - 12""",13535480,MDCP-02:2020,BS 887 / JIS B 7507 OR PER MANUFACTURER SPECIFICATION,2021-10-14,1,Years,2022-10-14,Ming Deng,MDL213166-9,QC GAUGE ROOM - B,FALSE,,,,,2022-11-15,2022-09-30
351,Q-420,DIGIMATIC DEPTH GAUGE,MITUTOYO,"0"" - 12""",0018059,QCD/TRSG/PROCEDURE 021 / TRSG/QM/001/20 / BS EN ISO 13385-2:2011,BS 6365 / PER MANUFACTURER SPECIFICATION,2022-04-30,1,Years,2023-04-30,TRESCAL,SALDM/0675/18/22,QC GAUGE ROOM OUT SIDE,TRUE,,"1306618
18640","516-712-16
E81","24.11.2022
11.08.2023",2022-11-15,2023-04-16
352,Q-427,DIGITAL DEPTH MICROMETER,MITUTOYO,"0"" - 12""",311657,QCD/TRSG/PROCEDURE 007 / TRSG/QM/001/20 / BS 6468:2008,"± 0.03 mm / ± 0.001"" (BS 6468 OR PER MANUFACTURER SPEC.)",2022-05-04,1,Years,2023-05-04,TRESCAL,SALDM/0699/5/22,Machine Shop (VTCA1),TRUE,,"1306618
18640
T22349
G104607
309673","516-712-16
E81
PCN - S
GIROD TAST
E10","24.11.2022
11.08.2023
17.12.2022
17.12.2022
07.01.2023",2022-11-15,2023-04-20
353,Q-429,DIGIMATIC EXTERNAL MICROMETER,MITUTOYO,"24"" - 30""",31000808,MDCP-01:2020 / MDCP-34:2020,BS 870 / ISO 3611 OR PER MANUFACTURER SPECIFICATION,2021-10-14,1,Years,2022-10-14,Ming Deng,MDL213166-7,QC GAUGE ROOM - E,FALSE,,,,,2022-11-15,2022-09-30
354,Q-432,STICK MICROMETER,MITUTOYO,"2"" - 40""",2005073,QCD/TRSG/PROCEDURE 006 / TRSG/QM/001/20,BS 959 OR PER MANUFACTURER SPECIFICATION,2021-12-24,1,Years,2022-12-24,TRESCAL,SALDM/2184/2/21,QC GAUGE ROOM - J,TRUE,,,,,2022-11-15,2022-12-10
355,Q-434,STICK MICROMETER,MITUTOYO,"2"" - 20""",3005535,QCD/TRSG/PROCEDURE 006 / TRSG/QM/001/20 / BS 959 : 2008,BS 959 : 2008 OR PER MANUFACTURER SPEC,2022-04-30,1,Years,2023-04-30,TRESCAL,SALDM/0675/27/22,QC GAUGE ROOM - I,TRUE,,"1306618
18640
T22349
309673","516-712-16
E81
PCN - S
E10","24.11.2022
11.08.2023
17.12.2022
07.01.2023",2022-11-15,2023-04-16
356,Q-435,SHEAR PIN HARDNESS TESTER,-,-,-,-,-,-,0,Days,-,-,-,QC BAY C CABINET 1 L3,NA,Calibration Not Required,,,,2022-11-15,#VALUE!
357,Q-437,SURFACE ROUGHNESS TESTER,MITUTOYO,-,"Tester:304361406
Stylus:238631406
Specimen:353701405",QCD/TRSG/SEAMS 0026/ TRSG/QM/001/20,"ISO 12179:2000
ACCURACY OF READING: ±0.2 µM",2022-08-19,1,Years,2023-08-19,TRESCAL,SNLDM/0210/1/22 & SNLDM/0210/2/22,M/S GAUGE ROOM B6,TRUE,,,,,2022-11-15,2023-08-05
358,Q-456,FARO ARM (CMM),FARO,-,R12-02-14-44768,-,-,2021-06-04,1,Years,2022-06-04,-,-,QC BAY C WORKING TABLE,-,"BELONG TO CAMERON
For Reference",,,,2022-11-15,2022-05-21
359,Q-462,UV Spot black light c/w Power Pack,SUPER NOVA,-,2666 (UV) / 2670 ( Power pack),NIST/NRC,NIST/NRC,-,999,Years,3013-09-09,INNOTEST,1284,QC BAY C,TRUE,,,,,2022-11-15,3013-08-26
360,Q-463,UV Spot black light c/w Power Pack,SUPER NOVA,-,2668 (UV) / 2669 (Power Pack,NIST/NRC,NIST/NRC,-,999,Years,3013-11-03,INNOTEST,1286,QC BAY C ORANGE RACK L4,TRUE,,,,,2022-11-15,3013-10-20
361,Q-464,"PLUG GAUGE 
(GO & NO GO)",GAGE ASSEMBLY,1-5/16 - 12 UN - 2B,2,MDCP-15:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-01-05,1,Years,2023-01-05,Ming Deng,MDL214096-3,QC GAUGE ROOM - D,TRUE,,,,,2022-11-15,2022-12-22
362,Q-465,KDS TEST PANEL,MAGNAFLUX,-,K00124,ASTM E1417 / E 1417 M-12 & AMS 2647 E,ASTM E1417 / E 1417 M-12 & AMS 2647 E,2014-10-12,999,Years,3014-11-10,MAGNAFLUX,KDS-3/13,QC BAY C CABINET 2 L7,TRUE,,,,,2022-11-15,3014-10-27
363,Q-469,V1 STEEL CALIBRATION BLOCK,-,-,77155,-,-,-,0,Days,-,-,-,QC BAY C ORANGE RACK L2,NA,Calibration Not Required,,,,2022-11-15,#VALUE!
364,Q-471,V1 CALIBRATION BLOCK IN F22 MATERIAL,-,-,44970/F22,-,-,-,0,Days,-,-,-,QC BAY C ORANGE RACK L2,NA,Calibration Not Required,,,,2022-11-15,#VALUE!
365,Q-475,DUROMETER - TYPE A (ELASTOMER HARDNESS TESTER),TECLOCK,0 - 100 DIV,06213,QCD/TRSG/PROCEDURE 032 /  TRSG/QM/001/20,± 1 Deg/DIV,2022-07-15,1,Years,2023-07-15,TRESCAL,SNLFT/0057/1/22,QC GAUGE ROOM - I,TRUE,,"105027
4000012981 (E2)","SALFT/0022/2/22
PSYP-22043426","05.01.2023
28.06.2023",2022-11-15,2023-07-01
366,Q-476,DEADWEIGHTS OF 10Ib,ELECTRO-SPECT INC,10Ib,3099,MP-MEC-10(T),MINIMUM 4.5 KG,2020-06-01,5,Years,2025-06-01,METRIX,MPM 1910M-20,QC BAY C ORANGE RACK L2,TRUE,,,,,2022-11-15,2025-05-18
367,Q-477,MAGNETIC AC YOKE,INNOTEST,10 lbs,240058,ISO10012:2003 / ISOIEC17025 / MIL-STD-45662A,"10-POUND WEIGHT WITH THE LEGS SPACED AT 2"" - 4""",2022-03-28,6,Months,2022-09-28,TRESCAL,T9113-21 (19322-2),QC BAY C CABINET 2 L7,FALSE,,-,-,-,2022-11-15,2022-09-14
368,Q-478,PLUG GAUGE,GAGE ASSEMBLY,"3/8"" - 18 NPT L1",-,"QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20 / 
ANSI/ASME B1.20.5-1991","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-09,1,Years,2023-05-09,TRESCAL,SALDM/0699/21/22,M/S GAUGE ROOM H33,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-25
369,Q-481 & Q-481A,PLUG GAUGE (GO & NO GO),THREADMASTER,"3"" - 8 UN - 2B",144660 & 144662,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","± 0.001""",2022-05-07,1,Years,2023-05-07,TRESCAL,SALDM/0699/7/22,QC GAUGE ROOM - D,SCRAPPED,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-23
370,Q-484,Portable Rockwell Hardness Tester,,#N/A,-,,,2017-04-06,1,Years,2018-04-06,,,MPI BOOTH BAY C LEFT RED CABINET,HOLD,,,,,2022-11-15,2018-03-23
371,Q-485,PLUG GAUGE,GAGE ASSEMBLY,"1/2"" - 14 NPT",-,QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2021-11-29,1,Years,2022-11-29,TRESCAL,SALDM/1918/9/21,M/S GAUGE ROOM H39,FALSE,,,,,2022-11-15,2022-11-15
372,Q-487,PLUG GAUGE,GAGE ASSEMBLY,"1"" - 11.5 NPT",#1,"QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20 / 
ANSI/ASME B1.20.5-1991","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-09,1,Years,2023-05-09,TRESCAL,SALDM/0699/22/22,QC GAUGE ROOM - I,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-25
373,Q-488,PLUG GAUGE,GAGE ASSEMBLY,"1-1/4"" - 11.5 NPT",-,QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2021-11-29,1,Years,2022-11-29,TRESCAL,SALDM/1918/10/21,M/S GAUGE ROOM H40,FALSE,,,,,2022-11-15,2022-11-15
374,Q-489,PLUG GAUGE,GAGE ASSEMBLY,"1-1/2"" - 11.5 NPT",-,QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2021-11-29,1,Years,2022-11-29,TRESCAL,SALDM/1918/7/21,M/S GAUGE ROOM H36,FALSE,,,,,2022-11-15,2022-11-15
375,Q-491,"PLUG GAUGE 
(GO & NO GO)",THREADMASTER,"1-1/4"" - 8 UN - 2B",149777,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-07-07,1,Years,2023-07-07,TRESCAL,SALDM/0826/10/22,M/S GAUGE ROOM H7,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-06-23
376,Q-492,"PLUG GAUGE 
(GO & NO GO)",THREADMASTER,"1-3/8"" - 8 UN - 2B",149775,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-07-07,1,Years,2023-07-07,TRESCAL,SALDM/0826/11/22,QC GAUGE ROOM - D,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-06-23
377,Q-495 & Q-495A,"PLUG GAUGE 
(GO & NO GO)",THREADMASTER,"3"" - 8 UN - 2B ",144661 & 144663,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-04-30,1,Years,2023-04-30,TRESCAL,SALDM/0675/6/22,M/S GAUGE ROOM C20 & C21,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-16
378,Q-500,"PLUG GAUGE 
(GO & NO GO)",THE ORIGINAL GAUGE UK,"1/2"" - 13 UNC - 2B",CM657890-1A,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-07-07,1,Years,2023-07-07,TRESCAL,SALDM/0826/8/22,M/S GAUGE ROOM H22,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-06-23
379,Q-504,"ID 11"" X 1"" WT CURVATURE BLOCK",-,"11"" X 1""",-,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
380,Q-505,70MM THICK RECTANGULAR BLOCK,-,70MM,-,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
381,Q-506,"ID 4-1/4"" OUTLET",-," 4-1/4"" ",-,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
382,Q-507,"ID 3-1/16"" OUTLET",-,"3-1/16"" ",-,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
383,Q-508,"ID 18-3/4"" X 1"" WT CURVATURE BLOCK",-,"18-3/4"" X 1“",-,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
384,Q-509,152MM THICK RECTANGULAR BLOCK,-,152MM,-,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
385,Q-510,160MM THICK RECTANGULAR BLOCK,-,160MM,-,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
386,Q-514,CURVATURE UT BLOCK,-,-,J-18-12-0407,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
387,Q-515,STEP UT BLOCK,-,-,J-18-12-0406,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
388,Q-516,4-STEP TEST BLOCK METRIC,-,-,0393 19,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
389,Q-517,ROUNDED BAR,-,"3-1/2""",r-19-02-0078,-,-,-,0,Days,-,-,-,QC BAY C,NA,Calibration Not Required,,,,,
390,Q-603,PLUG GAUGE,GAGE ASSEMBLY,"1/4"" - 18 NPT",-,"QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20 / 
ANSI/ASME B1.20.5-1991","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-09,1,Years,2023-05-09,TRESCAL,SALDM/0699/16/22,QC BAY C TROLLEY 1 L3,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-25
391,Q-607,EQUOTIP HARDNESS TESTER,FORESIGHT,-,E16110862 / S1602049,ASTM A956-17a,"ASTM A956-17a (B15.2) 
±6 HLD",2021-12-28,1,Years,2022-12-28,SUNRICH,Q607-21,QC BAY C CABINET 1 L3,TRUE,,,,,2022-11-15,2022-12-14
392,Q-609,DIAL GAUGE,MITUTOYO,"0"" - 0.15"" / 16"" - 24""",VZB790 / 0020964,QCD/TRSG/PROCEDURE 011 / TRSG/QM/001/20 / ASME B89.1.10M-2001 / JIS B 7515:1982,"± 0.0005"" / 
ASME B89.1.10M-2001 / JIS B 7515:1982 OR PER MANUFACTURER SPECIFICATION",2022-05-04,1,Years,2023-05-04,TRESCAL,SALDM/0675/39/22 & SALDM/0675/40/22,QC GAUGE ROOM - G,TRUE,,"1471/03 (OPTIMAR 100)
047085","MTO210721-1R
SALDM/0650/3/20","27.07.2022
16.06.2022",2022-11-15,2023-04-20
393,Q-624,"UV LIGHT METER [Radiometer (UVA,UVB)]",INNOTEST,-,1710,ANSI/NCSL Z540-3-2006 (R2013) (PART II) / ISO 10012:2003 / BS EN30012-1:1994,± 5%,2022-03-31,6,Months,2022-09-30,TRESCAL,19326 (T9241-21),QC BAY C CABINET 2 L7,FALSE,,-,-,-,2022-11-15,2022-09-16
394,Q-625 & Q-625A,"RING GAUGE
(GO & NO GO)",THE ORIGINALGAUGE UK,"2-1/2"" - 8 UN - 2A",CM657594-1A / CM657594-2A,QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2021-12-31,1,Years,2022-12-31,TRESCAL,SALDM/2184/21/21,QC GAUGE ROOM - C,TRUE,,,,,2022-11-15,2022-12-17
395,Q-626,"PLUG GAUGE 
(GO & NO GO)",JBO,"1-1/8"" - 8 UN - 2B",66213004,MDCP-15:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2021-10-15,1,Years,2022-10-15,Ming Deng,MDL213165-2,M/S GAUGE ROOM H11,FALSE,,,,,2022-11-15,2022-10-01
